run_id,run_status,model,quantization_level,task_type,row_id,f1,rougeL,tokens_per_sec,avg_cpu_percent,max_rss_mb,energy per token (J/t)
run_0310,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_LONG,10269,,0.1052631578947368,3.55,82.36853448275862,3664.1796875,0.3632480333508203
run_0334,"COMPLETED
",LLaMA-2-3B,INT8,QA,3014,1.0,,3.67,81.2280701754386,3664.1796875,0.402875710496596
run_0344,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_LONG,3865,1.0,,3.53,80.82459677419355,3664.1953125,0.3999817296952649
run_0370,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_SHORT,1637,,0.144927536231884,3.73,80.89814814814815,3664.1953125,0.4806383990549219
run_0404,"COMPLETED
",LLaMA-2-3B,INT8,QA,5279,,0.3043478260869565,3.29,68.6413043478261,3664.1953125,0.0602424664726314
run_0410,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_LONG,2988,,0.1025641025641025,3.87,77.38920454545455,3664.1953125,0.0212523376419584
run_0413,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_LONG,7612,,0.2461538461538461,3.85,75.73809523809524,3664.1953125,0.0234981503961623
run_0437,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_SHORT,9214,,0.3043478260869565,4.15,73.765625,3664.1953125,0.1639984644739432
run_0439,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_SHORT,632,1.0,,3.61,81.03181818181818,3664.234375,0.3834898908348746
run_0458,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_SHORT,2728,,0.2380952380952381,3.73,81.82407407407408,3664.234375,0.2102509194509967
run_0459,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_SHORT,5521,,0.2028985507246377,3.26,80.30844155844156,3664.234375,0.4903112326675631
run_0472,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_SHORT,672,,0.0597014925373134,3.56,78.505078125,3664.234375,0.4665321227231439
run_0498,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_SHORT,6021,,0.1016949152542373,3.55,82.05625,3664.234375,0.8522203545806056
run_0515,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_SHORT,8759,0.0,,3.6,83.30532786885246,3664.234375,0.337435637365012
run_0524,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_SHORT,2089,,0.2247191011235955,3.76,78.12627551020408,3664.234375,0.3784308133139719
run_0547,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_SHORT,3441,,0.2105263157894737,3.73,83.50431034482759,3664.23046875,0.3388281180764176
run_0558,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_LONG,3552,0.0,,3.27,81.78442028985508,3664.23046875,0.3775283506018177
run_0563,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_SHORT,6541,0.6666666666666666,,3.7,80.65104166666667,3664.23046875,0.3040641591276877
run_0565,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_LONG,2231,,0.1212121212121212,3.7,78.74503968253968,3664.23046875,0.4325282391586206
run_0572,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_LONG,6581,0.8,,3.6,82.08050847457628,3664.23046875,0.2665047892374292
run_0588,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_SHORT,8502,,0.088235294117647,3.22,79.3662109375,3664.23046875,0.5595931301888061
run_0593,"COMPLETED
",LLaMA-2-3B,INT8,QA,8625,,0.2903225806451613,3.63,73.14285714285714,3664.23046875,0.4116525843086495
run_0599,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_LONG,1324,,0.0701754385964912,3.83,75.83575581395348,3664.23046875,0.1517199676634102
run_0604,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_SHORT,3752,,0.1038961038961038,3.64,70.38942307692308,3664.23046875,0.3520486871166694
run_0609,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_LONG,4792,,0.1333333333333333,3.52,80.53461538461538,3664.265625,0.4137577261168491
run_0611,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_LONG,3312,,0.282051282051282,3.33,76.79450757575758,3664.265625,0.4900419450688317
run_0634,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_SHORT,474,0.0,,3.51,71.36486486486487,3664.265625,0.5141974477908547
run_0638,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_SHORT,4048,,0.0851063829787234,3.64,80.9638671875,3664.265625,0.4589490541068001
run_0641,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_SHORT,1617,,0.1066666666666666,3.22,77.5149647887324,3664.265625,0.4248011784867143
run_0656,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_LONG,8299,0.25,,3.76,73.49901960784314,3664.265625,0.1314754307636277
run_0694,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_LONG,7908,,0.1578947368421052,3.37,83.78,3664.265625,0.2111498308066542
run_0737,"COMPLETED
",LLaMA-2-3B,INT8,SUMM_SHORT,4627,,0.1626016260162601,3.4,74.36778846153847,3664.28515625,0.1702914228605891
run_0755,"COMPLETED
",LLaMA-2-3B,INT8,QA,5308,,0.125,3.71,76.25367647058823,3664.28515625,0.7684828681464785
run_0824,"COMPLETED
",LLaMA-2-3B,INT8,QA,5069,1.0,,3.84,71.75487804878048,3664.28515625,0.034650344883148
run_0834,"COMPLETED
",LLaMA-2-3B,INT8,QA,6521,,0.2045454545454545,3.74,74.81410256410257,3664.28515625,0.3124280788594054
run_0854,"COMPLETED
",LLaMA-2-3B,INT8,QA,5361,,0.2333333333333333,3.73,73.9375,3664.28515625,0.0672633194042454
run_0010,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,4048,,0.2307692307692308,3.18,83.25721153846153,6503.48046875,0.4630006292238641
run_0020,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,10348,,0.3076923076923076,3.38,75.39772727272727,6503.48046875,0.0261405027489822
run_0030,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,170,1.0,,3.39,75.421875,6503.48046875,0.0734068764729086
run_0032,"COMPLETED
",Falcon-3B,FP16,QA,8015,,0.2033898305084745,2.89,71.5592105263158,6503.48046875,1.9577981366566877
run_0050,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,7612,1.0,,2.81,77.97321428571429,6503.48046875,0.3401215849936385
run_0056,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,1324,,0.0571428571428571,2.81,76.97058823529412,6503.48046875,0.6578137873426495
run_0057,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,9893,,0.2941176470588235,2.49,76.20564516129032,6503.48046875,0.2214555921927601
run_0090,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,760,1.0,,2.53,77.02083333333333,6503.61328125,0.3256242842199919
run_0097,"COMPLETED
",Falcon-3B,FP16,QA,4840,,0.175438596491228,2.12,80.75,6503.61328125,0.8482132358141503
run_0141,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,6070,,0.1951219512195122,2.15,81.35015060240964,6503.61328125,1.3301266458019692
run_0144,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,1637,1.0,,2.23,80.11488970588235,6503.61328125,1.6444330970587475
run_0145,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,1506,,0.1758241758241758,2.19,82.99005681818181,6503.61328125,0.490240894305736
run_0163,"COMPLETED
",Falcon-3B,FP16,QA,7307,,0.2222222222222222,2.14,79.76649305555556,6503.61328125,0.6162962943716862
run_0188,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,4012,,0.1643835616438356,2.17,81.21180555555556,6503.61328125,1.5607418476002186
run_0192,"COMPLETED
",Falcon-3B,FP16,QA,2182,,0.1304347826086956,2.14,78.15580985915493,6503.61328125,1.6193743417833688
run_0227,"COMPLETED
",Falcon-3B,FP16,QA,7354,0.3529411764705882,,2.16,79.82854729729729,6503.70703125,0.0758836494029528
run_0229,"COMPLETED
",Falcon-3B,FP16,QA,8100,0.3333333333333333,,2.16,79.78697183098592,6503.8984375,1.4874010565324862
run_0233,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,6021,,0.1587301587301587,2.12,81.99116847826087,6503.8984375,0.2512579144294952
run_0236,"COMPLETED
",Falcon-3B,FP16,QA,9657,0.0,,2.12,78.92820945945945,6504.08203125,2.0925911262580605
run_0263,"COMPLETED
",Falcon-3B,FP16,QA,5603,,0.198019801980198,2.23,72.27286585365853,6504.08203125,0.9040290400953468
run_0276,"COMPLETED
",Falcon-3B,FP16,QA,9116,0.4,,2.16,78.18714788732395,6504.08203125,1.5641727261148342
run_0283,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,1728,,0.0263157894736842,2.15,83.06447368421053,6504.08203125,0.4783699507507652
run_0285,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,10204,,0.1714285714285714,2.21,80.24565972222223,6504.08203125,1.7161650996226996
run_0294,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,4927,,0.0941176470588235,2.15,81.4991554054054,6504.08203125,0.7446317868491165
run_0299,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,5807,,0.0701754385964912,2.16,78.97128378378379,6504.3828125,0.2336301853472268
run_0311,"COMPLETED
",Falcon-3B,FP16,QA,5069,,0.1333333333333333,2.22,78.155,6504.3828125,0.889020613102126
run_0318,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,3441,1.0,,2.14,81.07357594936708,6504.3828125,0.8679842514585859
run_0323,"COMPLETED
",Falcon-3B,FP16,QA,10030,,0.2745098039215686,2.09,80.06517857142858,6504.29296875,0.9296541103235848
run_0351,"COMPLETED
",Falcon-3B,FP16,QA,8412,,0.217391304347826,2.23,73.20555555555555,6504.29296875,1.0923974706048438
run_0390,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,3832,,0.2448979591836735,2.37,75.73863636363636,6504.29296875,1.4779622278795457
run_0393,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,632,,0.0769230769230769,2.14,83.82964601769912,6504.29296875,0.080718518871906
run_0395,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,2184,,0.2117647058823529,2.13,82.25934579439253,6504.40234375,0.3008807811892234
run_0411,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,672,,0.2117647058823529,2.14,81.7183734939759,6504.40234375,0.2319431255090503
run_0414,"COMPLETED
",Falcon-3B,FP16,QA,5668,,0.238095238095238,2.12,80.36924342105263,6504.40234375,1.169636769406967
run_0424,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,4430,0.4,,2.13,80.29552469135803,6504.40234375,0.8290162493893004
run_0430,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,2475,,0.1403508771929824,2.18,80.35855263157895,6504.40234375,1.7790480051442037
run_0438,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,10269,,0.3370786516853932,2.13,82.15737951807229,6504.40234375,0.5423599628446559
run_0443,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,1535,,0.1111111111111111,2.16,79.37580128205128,6504.40234375,0.3627181851966818
run_0455,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,3865,,0.1470588235294117,2.21,80.33666666666667,6504.40234375,1.6274336131444458
run_0466,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,7828,,0.2,2.18,81.93103448275862,6504.40234375,0.4330011255200972
run_0470,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,1617,,0.2531645569620254,2.16,77.92028985507247,6504.421875,2.222248733728833
run_0475,"COMPLETED
",Falcon-3B,FP16,QA,8043,,0.2716049382716049,2.22,73.72256097560975,6504.421875,1.6240829603971632
run_0478,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,7744,1.0,,2.21,81.7225,6504.421875,1.0304254341494568
run_0482,"COMPLETED
",Falcon-3B,FP16,QA,7916,1.0,,2.2,77.31603773584905,6504.421875,0.9633841449254512
run_0497,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,4792,,0.125,2.13,83.01578947368421,6504.421875,0.6007058094544282
run_0505,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,6609,,0.1016949152542373,2.27,73.99305555555556,6504.421875,0.0447801511329336
run_0511,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,3354,,0.21875,2.18,82.52739726027397,6504.421875,1.7750217343087462
run_0516,"COMPLETED
",Falcon-3B,FP16,QA,4722,,0.125,2.18,80.28525641025641,6504.421875,1.5991575060146077
run_0530,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,2988,,0.3389830508474576,2.04,77.85655737704919,6504.421875,0.4148192981383165
run_0532,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,3928,,0.2574257425742574,2.2,78.03966346153847,6504.44140625,0.0894014832942127
run_0543,"COMPLETED
",Falcon-3B,FP16,QA,3014,0.3333333333333333,,2.1,80.10915492957747,6504.44140625,0.7601097193850438
run_0581,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,7728,,0.15625,2.33,70.68566176470588,6504.44140625,0.7860391975127854
run_0584,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,8657,,0.175,2.06,80.29567307692308,6504.44140625,0.9212607606828755
run_0585,"COMPLETED
",Falcon-3B,FP16,QA,762,,0.16,2.18,79.61130136986301,6504.44140625,1.82098306062666
run_0594,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,6541,0.4000000000000001,,1.75,79.76136363636364,6504.44140625,0.6039682020094096
run_0595,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,8604,,0.2894736842105263,2.15,75.66276041666667,6504.44140625,0.1000856367926187
run_0607,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,7354,0.0606060606060606,,2.18,79.41,6504.125,0.7696929741172603
run_0629,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,2231,0.0,,2.14,77.20227272727273,6504.125,0.9901121219941326
run_0632,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,6801,,0.2857142857142857,2.27,70.35606060606061,6504.3203125,1.0467089433555226
run_0644,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,8671,0.2857142857142857,,2.15,84.15940366972477,6504.3203125,0.0273557050371363
run_0654,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,2421,,0.2272727272727273,2.17,80.1259765625,6504.3203125,0.6177210830576063
run_0655,"COMPLETED
",Falcon-3B,FP16,QA,1050,,0.0821917808219177,2.28,74.390625,6504.3203125,0.7055282124721558
run_0681,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,2728,,0.1012658227848101,2.27,77.72083333333333,6504.3203125,1.905113700298882
run_0700,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,1411,0.0,,2.19,81.82981927710843,6504.3203125,0.5650943749569256
run_0710,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,3312,,0.119047619047619,2.2,79.83675373134328,6504.3203125,0.1947490065635067
run_0725,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,4418,0.6,,2.26,73.31770833333333,6504.3203125,0.0467281651245718
run_0746,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,9959,,0.0869565217391304,2.2,79.09772727272727,6504.3203125,1.008975821158003
run_0773,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,3947,0.2857142857142857,,2.11,76.43973214285714,6504.359375,0.0825480941392121
run_0785,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,10138,,0.2736842105263158,2.25,76.50255102040816,6504.359375,0.2974589090943266
run_0804,"COMPLETED
",Falcon-3B,FP16,SUMM_SHORT,2710,,0.2083333333333333,2.54,73.7625,6504.359375,0.3283852545218955
run_0812,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,3051,,0.3555555555555555,2.14,81.93970588235294,6504.359375,0.4525733041890605
run_0814,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,10139,,0.2325581395348837,2.15,82.6938202247191,6504.359375,0.3297582635639604
run_0895,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,9765,0.0,,2.35,78.8173828125,6504.359375,0.6028630592968609
run_0904,"COMPLETED
",Falcon-3B,FP16,SUMM_LONG,8299,,0.1492537313432836,2.43,76.46130952380952,6504.359375,0.0851886502639305
run_0254,"COMPLETED
",Falcon-3B,INT4,SUMM_SHORT,1535,0.0,,6.17,71.58064516129032,3431.1953125,0.3945323947243785
run_0277,"COMPLETED
",Falcon-3B,INT4,SUMM_SHORT,4627,,0.1555555555555555,6.95,58.99166666666667,3431.25390625,0.7058942832850332
run_0290,"COMPLETED
",Falcon-3B,INT4,SUMM_SHORT,6178,0.2222222222222222,,6.08,71.43990384615384,3431.25390625,0.6339629472927264
run_0324,"COMPLETED
",Falcon-3B,INT4,SUMM_SHORT,1617,,0.1282051282051282,6.31,69.32142857142857,3431.25390625,0.7988525897316663
run_0333,"COMPLETED
",Falcon-3B,INT4,SUMM_SHORT,2728,,0.25,6.36,69.28125,3431.25390625,0.993917466770314
run_0396,"COMPLETED
",Falcon-3B,INT4,SUMM_SHORT,4012,1.0,,6.14,72.75208333333333,3431.2890625,0.2218410550941837
run_0425,"COMPLETED
",Falcon-3B,INT4,SUMM_SHORT,6020,,0.1224489795918367,6.31,68.57175925925925,3431.2890625,0.0316408365459936
run_0433,"COMPLETED
",Falcon-3B,INT4,SUMM_SHORT,8502,,0.144578313253012,5.45,66.70265151515152,3431.30859375,0.3233433246719381
run_0479,"COMPLETED
",Falcon-3B,INT4,SUMM_SHORT,6021,,0.1090909090909091,6.38,71.75178571428572,3431.30859375,0.3174254435110136
run_0527,"COMPLETED
",Falcon-3B,INT4,SUMM_SHORT,4969,,0.2222222222222222,6.27,71.51388888888889,3431.30859375,0.0310566188530129
run_0529,"COMPLETED
",Falcon-3B,INT4,SUMM_SHORT,8908,0.8571428571428571,,6.22,70.72991071428571,3431.33984375,0.5892517000403684
run_0640,"COMPLETED
",Falcon-3B,INT4,SUMM_SHORT,2710,,0.1666666666666666,5.64,61.3203125,3431.375,0.3343666947480934
run_0645,"COMPLETED
",Falcon-3B,INT4,SUMM_SHORT,4048,,0.109090909090909,6.17,68.68374999999999,3431.375,0.3526639067532428
run_0753,"COMPLETED
",Falcon-3B,INT4,SUMM_SHORT,632,0.125,,6.26,71.93198529411765,3431.3984375,4.490379670820153
run_0767,"COMPLETED
",Falcon-3B,INT4,SUMM_SHORT,5807,,0.1415929203539823,6.47,70.855,3431.3984375,3.784463375737894
run_0246,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,3354,,0.2247191011235955,6.19,72.80743243243244,3431.1953125,0.2788841468297345
run_0273,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,2231,,0.1025641025641025,6.51,63.91761363636363,3431.25390625,0.0394549249960218
run_0282,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,7828,,0.2857142857142857,6.16,74.40151515151516,3431.25390625,0.3968984262611205
run_0300,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,2184,0.4,,6.27,74.9546875,3431.25390625,0.0681876414172089
run_0345,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,9765,,0.0895522388059701,6.38,70.79,3431.2890625,0.1328433672100198
run_0354,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,2475,,0.1290322580645161,6.19,72.0719696969697,3431.2890625,0.0259133019212118
run_0365,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,3553,0.3333333333333333,,6.24,72.14008620689656,3431.2890625,0.0408129894134359
run_0416,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,7612,0.4,,6.78,60.3125,3431.2890625,0.0185409858363838
run_0431,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,10139,0.0,,5.94,78.9453125,3431.3046875,0.109156791251379
run_0435,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,3551,,0.2528735632183908,6.37,69.50240384615384,3431.30859375,0.3027425862963182
run_0495,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,4430,,0.1754385964912281,6.41,72.92338709677419,3431.30859375,0.223489454537619
run_0526,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,3209,,0.1149425287356322,6.36,75.0765625,3431.30859375,0.235868358264544
run_0542,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,4792,0.0,,6.27,73.70892857142857,3431.33984375,0.0237062129158533
run_0579,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,3051,,0.2444444444444444,6.08,80.0300925925926,3431.375,0.0100129052267939
run_0603,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,925,,0.0579710144927536,5.5,54.56845238095238,3431.375,0.5708542407943067
run_0608,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,7239,,0.1454545454545454,6.26,74.72916666666667,3431.375,0.5255810885413834
run_0623,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,4927,,0.1351351351351351,6.1,76.39020270270271,3431.375,0.0879121226877766
run_0631,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,6609,,0.1860465116279069,6.51,58.80131578947368,3431.375,0.2848832310686384
run_0633,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,1728,,0.175,6.4,77.1890625,3431.375,0.0111703980991097
run_0652,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,6026,,0.1159420289855072,6.6,72.31712962962963,3431.38671875,0.2768114274107193
run_0686,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,170,,0.2368421052631578,6.73,64.29513888888889,3431.38671875,3.0375032583580857
run_0707,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,2321,,0.0821917808219178,6.31,71.78333333333333,3431.38671875,3.110082607695368
run_0736,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,3312,,0.2444444444444444,6.45,75.865234375,3431.38671875,2.539751560162508
run_0789,"COMPLETED
",Falcon-3B,INT4,SUMM_LONG,10083,,0.1587301587301587,6.33,75.84642857142858,3431.3984375,4.575752004450589
run_0292,"COMPLETED
",Falcon-3B,INT4,QA,1561,0.0,,6.24,72.38709677419355,3431.25390625,0.2709266691600587
run_0312,"COMPLETED
",Falcon-3B,INT4,QA,8412,,0.0338983050847457,6.56,65.8721590909091,3431.25390625,0.0294151408923016
run_0394,"COMPLETED
",Falcon-3B,INT4,QA,7307,,0.3611111111111112,5.81,72.97321428571429,3431.2890625,0.1941272995220824
run_0408,"COMPLETED
",Falcon-3B,INT4,QA,6016,0.3636363636363636,,6.01,68.86574074074075,3431.2890625,0.6153773710797779
run_0426,"COMPLETED
",Falcon-3B,INT4,QA,3014,,0.1515151515151515,6.19,72.591796875,3431.2890625,0.0251664988138828
run_0446,"COMPLETED
",Falcon-3B,INT4,QA,5668,,0.1874999999999999,6.18,74.80892857142857,3431.30859375,0.1196631676781783
run_0544,"COMPLETED
",Falcon-3B,INT4,QA,5308,,0.1538461538461538,6.83,68.675,3431.33984375,1.4797972541699755
run_0832,"COMPLETED
",Falcon-3B,INT4,QA,1329,1.0,,6.2,77.9561170212766,3431.3984375,2.370374980322716
run_0933,"COMPLETED
",Falcon-3B,INT4,QA,6521,,0.1573033707865168,6.69,65.5955,3431.43359375,3.108608415956708
run_0003,"COMPLETED
",Falcon-3B,INT8,SUMM_SHORT,4012,,0.15625,3.99,80.2296511627907,3613.42578125,0.5703045153695141
run_0007,"COMPLETED
",Falcon-3B,INT8,SUMM_SHORT,4969,,0.3218390804597701,3.95,83.08811475409836,3613.4375,0.1182412258916667
run_0014,"COMPLETED
",Falcon-3B,INT8,SUMM_LONG,4996,1.0,,4.52,74.67105263157895,3613.46484375,0.0898673966526224
run_0035,"COMPLETED
",Falcon-3B,INT8,SUMM_SHORT,1376,,0.188235294117647,4.43,77.25892857142857,3613.46484375,0.3771678802004905
run_0043,"COMPLETED
",Falcon-3B,INT8,SUMM_SHORT,3752,1.0,,3.95,71.65217391304348,3613.46484375,0.228413291218956
run_0045,"COMPLETED
",Falcon-3B,INT8,SUMM_SHORT,632,,0.127659574468085,4.27,84.225,3613.6171875,0.2060665772265707
run_0049,"COMPLETED
",Falcon-3B,INT8,SUMM_LONG,3609,1.0,,3.78,74.79166666666667,3613.76953125,0.5347009940600832
run_0061,"COMPLETED
",Falcon-3B,INT8,SUMM_SHORT,7728,,0.3541666666666666,4.47,79.37878787878788,3613.75,0.1593916676819692
run_0085,"COMPLETED
",Falcon-3B,INT8,SUMM_SHORT,9959,,0.25,4.4,78.375,3613.75,0.2636973533537367
run_0088,"COMPLETED
",Falcon-3B,INT8,SUMM_LONG,1728,0.3636363636363636,,4.12,81.51590909090909,3613.75,0.5702917178642329
run_0118,"COMPLETED
",Falcon-3B,INT8,SUMM_SHORT,8908,,0.1875,3.6,82.60704022988506,3613.75,0.2209113190372272
run_0122,"COMPLETED
",Falcon-3B,INT8,SUMM_SHORT,6021,0.4000000000000001,,4.16,78.625,3613.75,0.544916357217387
run_0123,"COMPLETED
",Falcon-3B,INT8,SUMM_SHORT,1617,,0.282051282051282,3.66,79.60317460317461,3613.75,0.6699781121788563
run_0125,"COMPLETED
",Falcon-3B,INT8,QA,5943,,0.1739130434782609,4.16,80.4110576923077,3613.75,0.9393159439896376
run_0137,"COMPLETED
",Falcon-3B,INT8,SUMM_LONG,8299,0.5714285714285715,,4.38,77.29741379310344,3613.75,0.2890088936066311
run_0146,"COMPLETED
",Falcon-3B,INT8,SUMM_LONG,8671,0.0,,3.66,80.5625,3613.86328125,0.0260350957400331
run_0157,"COMPLETED
",Falcon-3B,INT8,SUMM_LONG,3551,,0.282051282051282,3.76,75.39787234042552,3613.86328125,0.9308391169144282
run_0171,"COMPLETED
",Falcon-3B,INT8,SUMM_SHORT,5521,,0.2439024390243902,4.27,82.58482142857143,3613.86328125,0.31159002052877
run_0176,"COMPLETED
",Falcon-3B,INT8,SUMM_LONG,3211,0.0,,3.7,81.11995967741936,3613.93359375,0.3780121974237069
run_0196,"COMPLETED
",Falcon-3B,INT8,SUMM_LONG,925,,0.247191011235955,4.4,77.4274193548387,3613.93359375,0.4088231908304367
run_0216,"COMPLETED
",Falcon-3B,INT8,SUMM_LONG,760,0.0,,3.85,75.76315789473684,3613.984375,0.3756603022420169
run_0221,"COMPLETED
",Falcon-3B,INT8,QA,8100,1.0,,4.06,79.51061320754717,3614.00390625,0.0838801066786091
run_0228,"COMPLETED
",Falcon-3B,INT8,QA,5279,,0.0909090909090909,4.47,68.76785714285714,3614.00390625,0.6178516580952531
run_0230,"COMPLETED
",Falcon-3B,INT8,SUMM_LONG,10083,,0.1066666666666666,4.09,83.42447916666667,3614.00390625,0.5066701193254658
run_0239,"COMPLETED
",Falcon-3B,INT8,SUMM_LONG,3553,0.3333333333333333,,3.62,83.4938524590164,3614.00390625,0.8445659172708792
run_0244,"COMPLETED
",Falcon-3B,INT8,SUMM_SHORT,5807,,0.064516129032258,4.35,76.28472222222223,3614.00390625,0.6714931781618971
run_0271,"COMPLETED
",Falcon-3B,INT8,SUMM_LONG,3209,,0.0634920634920634,4.03,84.03219696969697,3614.00390625,0.0826817471533566
run_0278,"COMPLETED
",Falcon-3B,INT8,SUMM_SHORT,6020,,0.2941176470588235,3.12,80.08898305084746,3614.00390625,0.6847878646596139
run_0291,"COMPLETED
",Falcon-3B,INT8,SUMM_LONG,2321,1.0,,4.26,79.58016304347827,3614.00390625,0.7074403423461377
run_0301,"COMPLETED
",Falcon-3B,INT8,QA,8412,,0.1290322580645161,4.32,72.072265625,3614.0390625,0.5426065127695298
run_0302,"COMPLETED
",Falcon-3B,INT8,QA,1329,0.1428571428571428,,4.06,82.12244897959184,3614.0390625,0.2871845592613998
run_0314,"COMPLETED
",Falcon-3B,INT8,SUMM_LONG,4430,0.2222222222222222,,3.69,81.09066455696203,3614.0390625,0.1616818461699311
